,sentence,label
774," "" an entire film about researchers quietly reading dusty old letters . """,0
6111,"april's shower is a comedy about love , romance and expectation .",1
1630,"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",0
9929,"poets concentrates on locations and issues within the uk and in an oblique way referencing poetry to the topography , at first seemingly random and esoterical , slowly and ultimately questioning the very nature of our british culture and heritage .",1
7412,"as they try to keep one step ahead of peter , it becomes clear that there is someone else in the woods , someone who is watching them all .",1
5558,"three mischevious employees ( paulo costanzo , woody harrelson , alicia silverstone ) of a bank in a small deserted town all make plans to rob at the same time , however none of them knows about the others .",1
7626,"during a climbing trip to kullen in sweden , charlotte is inches from falling to her death . teis",1
9509,he is almost to school when a red neck attacks him .,1
7464,moving cross country isn't even a problem for her .,1
1173,"funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .",0
8917,"he also meets yuki , a 9-year-old guitar prodigy , who could help dewey win a "" battle of the bands "" competition , which would solve his financial problems and put him back in the spotlight .",1
3442,"full of profound , real-life moments that anyone can relate to , it deserves a wide audience .",0
4273,"not everything in the film works , including its somewhat convenient ending .",0
1519,"surprisingly , considering that baird is a former film editor , the movie is rather choppy .",0
2796,"i'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .",0
3565,"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .",0
1096," . . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",0
1914,this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,0
1203,this movie in a single breath goes to the very heart of the russian experience .,0
9300,"after this unusual , tragic experience , paul begins to realize that he has just lost his mom .",1
4705,"it's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .",0
19,"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly .",0
461,an unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see .,0
5780,"christian taylor , a writer on hit tv series six feet under , is being profiled by a british documentary crew when he's sacked , though he doesn't know they've overheard the firing .",1
5862,a comedy adventure in the tradition of thelma and louise meets the grumpy old men .,1
298,"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more .",0
506,i'd be hard pressed to think of a film more cloyingly sappy than evelyn this year .,0
1656,"each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , storytelling never quite gets over its rather lopsided conception .",0
1386,"`martin lawrence live' is so self-pitying , i almost expected there to be a collection taken for the comedian at the end of the show .",0
1632,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .",0
9516,"the brass are convinced this is a serial killer chosing victims at random , but sam and buckley discover a pattern involving health personnel who work in neonatal intensive care .",1
966,macbeth . mcdonald's . how far apart these poles of popular culture seemed until billy morrissette's sly mcshakespeare crime comedy .,0
4335,"soul is what's lacking in every character in this movie and , subsequently , the movie itself .",0
2571,"in a movie full of surprises , the biggest is that secret ballot is a comedy , both gentle and biting .",0
9443,"based on the classic sci-fi novel by h . g . wells , "" the time machine "" stars guy pearce in the role of scientist and inventor , alexander hartdegen , who is determined to prove that time travel is possible .",1
6811,is this dead visitor all in keith's head or is she truly a mother ghost ?,1
9004,"the hand that eluded him his entire life , the one that held the cigarettes , and the hand he will never hold again .",1
8262,"jude law plays a leading role as inman , a wounded confederate soldier who is on a perilous journey home to his mountain community , hoping to reunite with his prewar sweetheart , ada , played by nicole kidman .",1
855,"with all the sympathy , empathy and pity fogging up the screen . . . his secret life enters the land of unintentional melodrama and tiresome love triangles .",0
4605,it's exactly what you'd expect : no more and no less .,0
4818,"if routine action and jokes like this are your cup of tea , then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .",0
2968,"a compelling , moving film that respects its audience and its source material .",0
8305,"with her birthday fast approaching , she must decide whether or not to keep the promise she made to herself over a decade earlier : quit the music business at 40 if she hasn't made it by then .",1
2415,"the funny thing is , i didn't mind all this contrived nonsense a bit .",0
9720,"searching for validity , recognition , and truth , he befriends a quirky computer genius and a kickboxing goddess , who all help one another realize what they have been missing from their lives .",1
2918,"the subtle strength of "" elling "" is that it never loses touch with the reality of the grim situation .",0
5638,"he encounters woody , a tow truck driver who sends him down a dead-end that is the black road .",1
1067,the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,0
259,"the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women's clothing can cover up any deficiency in acting , writing or direction .",0
120,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,0
2578,"his best film remains his shortest , the hole , which makes many of the points that this film does but feels less repetitive .",0
7291,"it is then an intimate view of the smoldering monochromatic site and the surrounding solitary streets , the ashen outskirts of new york's financial center , desolate and strewn with debris , the epicenter , a steel moonscape of dresdenesque remains .",1
3378,"kiarostami profoundly displays uganda's life and culture through his touristy pictures , as deceptively simple as the alphabet",0
9,"the script is a tired one , with few moments of joy rising above the stale material .",0
2939,"broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed .",0
2301,it works its magic with such exuberance and passion that the film's length becomes a part of its fun .,0
1089,a documentary to make the stones weep -- as shameful as it is scary .,0
347,"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",0
8320,"but too late or otherwise , love at first sight is exactly what happens .",1
8814,"miracles , signs and wonders accompany them along with a massive media hunt to track down this "" miracle man . """,1
2586,the sound of ma's cello alone is reason not to miss naqoyqatsi .,0
3032,"on a purely pictorial level , this is one of the best-looking imax movies ever .",0
4764,poignant if familiar story of a young person suspended between two cultures .,0
6555,"a hitchcockian thriller in the spirit of 'rope' and agatha christie's 'ten little indians' that begs the question can murder , if done well , be considered art ?",1
2917,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .,0
1443,"colorful and deceptively buoyant until it suddenly pulls the rug out from under you , burkinabe filmmaker dani kouyate's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory .",0
448,"it's endearing to hear madame d . refer to her husband as 'jackie' -- and he does make for excellent company , not least as a self-conscious performer .",0
8384,"simultaneously devastating and hilarious , the film manages to capture the daily rituals and mundanities of life in such engrossing proximity that everything becomes drama .",1
5916,"set in hollywood , "" coming clean "" is a 12 character ensemble romantic comedy about an engagement party gone wrong .",1
1677,"the emperor's club is one of those films that possesses all the good intentions in the world , but . . .",0
3122,talk to her manages to be female-centric even as it explores the lives of men .,0
6249,"people are becoming petrified , and no-one knows what is doing it .",1
9232,heart problems force boston cop pally lamarr to retire ; he's in a funk and his wife charlotte sends him packing .,1
2721,"any intellectual arguments being made about the nature of god are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors .",0
4816,koepp's screenplay isn't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own .,0
7611,while lying in the middle of those flowers he devotes to his yearning for love .,1
5360,this is the question posed to john wesley after a heavy night of drinking .,1
3180,"it's a fascinating look into what spielberg truly loves , but it's not so much a masterpiece as a nice milestone .",0
2456,one can't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney's latest album .,0
6301,"so as she tries to open the door for the last time , it just won't open . . .",1
2012,"although occasionally static to the point of resembling a stage play , the film delivers a solid mixture of sweetness and laughs .",0
5308,"when a young man agrees to housesit for his boss , he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on - his boss's daughter .",1
1698,"vega and ulloa give strong performances as the leading lovers and there are some strong supporting turns , particularly from najwa nimri .",0
121,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",0
4211,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie .",0
9348,"after running circles , dave , trudy , and jolynn find with the light of a new day the lives they been meaning to live .",1
5250,"a coming of age dramatic comedy dealing with the effect that two "" summers "" have on the lives of several teenagers .",1
6444,from that moment on nothing is as it was before . . .,1
8789,rugged contractor rick eyes beth but ends up going home with the more assertive debby .,1
9027,"the guilt that he feels has altered his sense of reality , making matt's life a mystery full of shadows and phantoms .",1
2905,"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",0
9086,"the warden's attitude starts to change after 8 years , when mitra tries to protect a new inmate from rape at the hands of her older cellmates .",1
333,"if hill isn't quite his generation's don siegel ( or robert aldrich ) , it's because there's no discernible feeling beneath the chest hair ; it's all bluster and cliché .",0
7099,"it is quickly agreed however , that selling chocolates door to door , or fire powered potato guns to children , may be too complicated .",1
9916,"but dr . jookiba and the earth expert pleakley never could have guessed that earth girl lilo adopts the experiment as dog , gives him the name stitch and actually causes an emotional development in the little beast .",1
5186,"he has had no formal education , but on his own , he systematically studies western theories of industrial management and such classical chinese philosophies as confucianism , taoism , and suntzu .",1
415,chan's stunts are limited and so embellished by editing that there's really not much of a sense of action or even action-comedy .,0
2501,"essentially , the film is weak on detail and strong on personality",0
9785,"the union , however , faces its own internecine battles as factions inside the organization , one led by james p . hoffa ( son of the infamous jimmy hoffa ) , vie for power .",1
5924,"an attorney ( ben affleck ) in a rush to make a court appointment to file legal papers involving a multi-million dollar trust accidentally collides with an alcoholic insurance salesman ( samuel jackson ) , who also is a rush for a court appointment involving the custody of his children .",1
8177,"left in the care of erica and his doctor ( reeves ) , a love triangle starts to take shape .",1
9602,"a comedy about misfits in which a veterinarian becomes involved with a client , whose wife has begun acting like a dog .",1
5751,but something is very wrong in single and looking land .,1
5302,"when blake is initiated , he agrees to abide by the three cardinal rules : share your spirit , body and soul with others ; devote your life to saving homeless kids ; and never leave unless the master casts you out .",1
9691,"the more he digs , the more evidence he finds that the overdose may have been attempted murder .",1
4110,"throughout all the tumult , a question comes to mind : so why is this so boring ?",0
7003,"but when his lab assitant , a monkey named jojo , causes the accidental addition of chemical x to the mix , the professor ends up with not one but 3 perfect , powerful little girls .",1
1278,a canny franchise escapade ; it gets the job done .,0
5237,"in order to preserve her art and also herself , beyond death , for all posterity , she has herself cloned .",1
3922,"plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story .",0
4970,jarecki and gibney do find enough material to bring kissinger's record into question and explain how the diplomat's tweaked version of statecraft may have cost thousands and possibly millions of lives .,0
4962,"rock's stand-up magic wanes . hopkins , squarely fills the screen . action - mechanical .",0
3830,"filmmakers david weissman and bill weber benefit enormously from the cockettes' camera craziness -- not only did they film performances , but they did the same at home .",0
4167,in the end there is one word that best describes this film : honest .,0
4805,"i'm sure the filmmaker would disagree , but , honestly , i don't see the point . it's a visual rorschach test and i must have failed .",0
1288,"not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",0
1536,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .",0
7194,things got out of hand and led to a tragic ending .,1
858,jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .,0
7968,tong is sent back to fetch some things for devlin and unknowingly tries on devlin's tuxedo and finds that it gives extraordinary powers to anyone that dons the suit .,1
1967,"this spawn of william shakespeare and ray kroc has more fun with [the] thin premise than you might expect , mostly because of maura tierney .",0
3648,the marquis de sade couldn't have been as dull a person as this film makes him out to be .,0
217,"this slight slice of l . a . life is distinguished by two fine , subtle performances .",0
5495,"both , ghisu and rupi are in a situation ; where on one side is their love for kanna and on the other side is the conviction to fight for justice .",1
726," . . . just a big mess of a movie , full of images and events , but no tension or surprise .",0
3849,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .",0
2892,"who knows what exactly godard is on about in this film , but his words and images don't have to add up to mesmerize you .",0
22,"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",0
394,"casting its gaze on painting masterworks and thousands of jewel-encrusted , elaborately costumed extras , russian ark is like nothing you've ever seen .",0
7268,will lightman is a hip londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold .,1
416,"the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie .",0
2108,too infuriatingly quirky and taken with its own style .,0
4932,"there are moments in this account of the life of artist frida kahlo that are among cinema's finest this year . unfortunately , they're sandwiched in between the most impossibly dry account of kahlo's life imaginable .",0
8650,tor loves jessica but his life has got stuck in a rut .,1
5181,"before they carry this out , they want to truly experience life on the edge and they devise a plan by which their suicides will make them legends .",1
622,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",0
921,"a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",0
7190,"he returns with his wife , mercedes , an argentinean he met in spain , and his two adolescent children , mateo and cayetana , born in the same country and forced into a land they know only throught the biased tales of their parents .",1
4353,the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,0
237,"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately .",0
9429,"chomsky , in stark and uncompromising terms , challenges the united states to apply to its own actions the moral standards it demands of others .",1
4826,"the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds .",0
498,it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia .,0
7587,"ben rubin , a young israeli internist vying for the position of surgeon , learns that his internship has been terminated and he has been chosen to accompany abraham lazar , the hospital administrator and his wife , dori on a trip to india .",1
8430,"leela is a true reflection of how the south asian-american community is beginning to emerge , blend , and influence the mainstream american culture in its own exquisite ways .",1
1826,"should be seen and absorbed , if only to recall that hollywood horror does , occasionally , get it more or less right .",0
2106,"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .",0
2873,a chaotic panorama that's too busy flying a lot of metaphoric flags .,0
48,"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons .",0
758,"to the vast majority of more casual filmgoers , it will probably be a talky bore .",0
7527,they lie in bed but all his advances are instantly rejected by a progressively more nervous ana .,1
6343,will tom be able to persuade his naturally cautious and terminally confused fianc&#233 ; e to work through all the damage and chaos ?,1
8456,"there aren't enough jedi to defend the republic against the threat , so chancellor palpatine enlists the aid of jango fett , who promises that his army of clones will handle the situation .",1
9410,"thought visible and seemingly accessible , every attempt to enter this island has resulted in disaster .",1
4556," "" red dragon "" is entertaining . an obvious copy of one of the best films ever made , how could it not be ? but it is entertaining on an inferior level . it is a popcorn film , not a must-own , or even a must-see .",0
5788,"someone killed legendary porn king fat guy , and detectives moose &#38 ; squirrel must go deep undercover ( literally ) to find the murderer with the help of their "" special "" homicide unit .",1
8395,"red and the boys embark on a road trip across the country , en route to a duct tape festival in the usa , where they intend to win first prize by creating a sculpture made of at least 50% duct tape .",1
3031,"it's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible .",0
1785,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,0
9817,"together , they work through their mutual mistrust and their shared grief over the death of carlos' mother rosario .",1
1399,"though it's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class .",0
5018,"saigon , 1952 , a beautiful , exotic , and mysterious city caught in the grips of the vietnamese war of liberation from the french colonial powers .",1
6228,they board the boat that is to carry them to the isles of the blessed .,1
2852,the romance between the leads isn't as compelling or as believable as it should be .,0
7296,ruby acts out these scenes in real life with the men and shares her spoils with her sisters .,1
9381,unfortunatly fate was not on his side because problems on location caused the film to go bankrupt within 12 days of shooting .,1
8507,"nikola , the director , and his friends have to make the choice - whether to compromise with their consciences and their art , ( as normally happens here in the balkans ) , or whether to preserve katerina's message .",1
1514,"the problem , amazingly enough , is the screenplay .",0
9922,"sally's daughter , vicky , is aware of beck's chosen profession and threatens to tell her mom ( who beck has fallen in love with ) about it unless he tutors her in the art of card counting .",1
3626,"it's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .",0
4165,probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .,0
1335,"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",0
8533,"then , grace lets us in on the secret of their marriage , and how she is able to keep communication front and center in their relationship .",1
5030,"it also touches on the encroachment of christianity brought by the missionaries , which is at odds with mepe's tribal and traditional roots .",1
5996,the making of the dragon is a comedic satire ( not a spoof ) of the kung-fu film genre .,1
3326,"a self-narrated , blatantly lop-sided , cocky , nonchalant , fascinating and juicily entertaining documentary .",0
1488,a lot rides on coincidence . or fate . or the magic pull of the moon . it all makes sense in the end .,0
5703,dead bodies are being found in the new york harbor .,1
9627,"in this prequel to the exorcist , father merrin is a younger man working on a dig in africa .",1
8346,"however , after an inexplicable letter arrives , any signs of normalcy in his life begin to fade .",1
1942,claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .,0
1586,"without [de niro] , city by the sea would slip under the waves . he drags it back , single-handed .",0
8008,"with fate closing in and time running out , the pressure mounts on greg to change , the only question is will it be too late ?",1
8368,the film covers the life of young patricia ( jolie jackunas ) who longs for a career as a singer and songwriter .,1
5678,"they have a son , jai , who is loved by everyone and who keeps the house alive .",1
3002, ( e . t . ) stands as a perfect movie-going experience that i don't believe will ever show signs of age .,0
2659,"see clockstoppers if you have nothing better to do with 94 minutes . but be warned , you too may feel time has decided to stand still . or that the battery on your watch has died .",0
340,"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",0
6373,her struggle for freedom and a sense of identity culminates in a conflict where the one love may not be the one you can trust and the habits with which one sleepwalks through life are not easily broken .,1
2662,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .,0
7666,he soon finds himself plunged into a mystery only to find himself at the heart of it .,1
824,"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",0
7270,"steven merritt , a research obsessed writer is mistaken for being gay by rebecca , a young veterinarian assistant .",1
7496," "" sumo east and west "" is a feature documentary about americans in the ancient japanese sport of sumo wrestling .",1
7659,they have one request - their bosses head on a plate .,1
5226,"how does it play a significant role in japanese culture , and why does it fascinate american youth ?",1
1003,the script isn't very good ; not even someone as gifted as hoffman ( the actor ) can make it work .,0
7748,"bullock stars as lucy kelson , chief counsel for the wade corporation , one of new york city's top commercial real estate developers .",1
4305,"a great looking , trippy adventure . i can't wait for the next one .",0
4886,"despite the fact that this film wasn't as bad as i thought it was going to be , it's still not a good movie",0
6201,"jonah loves his job , until the day comes when he has to deliver a message to the people of nineveh .",1
6835,"everyone involved starts getting killed , with mitchell being the next in line .",1
4920,"despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying there",0
750,"as a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success .",0
6483,"this time nick is "" getting out ! "" . . . or",1
2199,a selection of scenes in search of a movie .,0
806,"although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .",0
5864,a new war between humans and mutants begins after a tentative of murder in the white house against the president of the united states .,1
1152,it is a timely film and a transporting one .,0
1035,oliveira seems to pursue silent film representation with every mournful composition .,0
2035,"even these tales of just seven children seem at times too many , although in reality they are not enough . every child's story is what matters . this film can only point the way -- but thank goodness for this signpost .",0
8601,"unbeknownst to the elders , the widows daughter has come to settle the estate , evict them and have an estate sale all in one day .",1
7014,when bernie falls for a gorgeous cocktail waitress ( maria bello ) his bad luck is thrown into reverse .,1
1866,"one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken .",0
6246,"told in flashback as danny reviews the razor eaters' videos , we see the spiralling rampage through two perspectives ( and two formats ) as danny and the razor eaters eventually collide in a thrilling , suspenseful climax .",1
9726,"a man who travels back to the house of his father , grandfather and backwards .",1
5292,"each has their reason for wanting to be there - fame , money , adventure .",1
1555,"even if the ring has a familiar ring , it's still unusually crafty and intelligent for hollywood horror .",0
2758,what a pity . . . that the material is so second-rate .,0
4290,"a hypnotic portrait of this sad , compulsive life .",0
6417,18 years ago joe ( travolta ) had a chance to make his dream come true of directing his first movie in hollywood .,1
5499,sanjana and aditya retreat to ooty to give a last chance to their crumbling marriage .,1
7235,sam decker ( dolph lundgren ) is giving up .,1
9316,"dr . siddharth sinha ( amitabh bachchan ) , a philanthropist and a dedicated surgeon who has devoted his life to build a state-of-the-art hospital to treat the underprivileged patients .",1
5267,"behind every suicide bombing there is at least one human story that ends , the story of the suicide bomber .",1
6044,"leader of the pack luck ( danny lopes ) , fueled on major hallucinogens , transports the gang to the reverend's isolated house where the basis of the second plot has been set simultaneously .",1
3596,"'[sex and lucia]is so seductive and profound , it's as if we're witnessing a greek myth coil and flower . . . '",0
5891,"the film follows haris , a hip , handsome afghan-american artist who shows his work at a downtown manhattan art gallery .",1
7832,"the documentary weaves verite rehearsal , interviews , rare holocaust footage , and performances into a revelation of the creative process .",1
6049,"in an alternate space and time , a mythological being called the guardian is charged with manipulating and protecting dark matter .",1
9874,carol miller is a psychologist with a dark secret that prevents her making physical contact with other people .,1
6085,"he tries other legal approaches , which also fail .",1
998,"alas , the black-and-white archival footage of their act showcases pretty mediocre shtick .",0
8555,"if all goes according to plan , lizzy's baby will be born a hyper-intelligent consumer , ready to plug and play in our dollar driven world .",1
3658,"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro .",0
2560,"[drumline] is entertaining for what it does , and admirable for what it doesn't do .",0
3940,compared to sorority boys . . . this is high comedic art .,0
5096,"upon discovering her infidelity , roxie's husband amos refuses to take the blame for the murder and roxie is sent to jail , pending hanging .",1
4443,"now i can see why people thought i was too hard on "" the mothman prophecies "" .",0
4114,"if you can push on through the slow spots , you'll be rewarded with some fine acting .",0
3893,"try as you might to scrutinize the ethics of kaufman's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment .",0
7657,"a virus has scaped in a secret facility called "" the hive "" turning all researchers into hungry zombies and releasing their mutated lab "" animals "" that they were studying .",1
7728,"jack ( samuel l . jackson ) finds himself being held hostage while the criminals decide what to do with him , and the leader's beautiful girlfriend , erin ( milla jovovich ) , is left alone to watch jack .",1
4379,the script is smart and dark - hallelujah for small favors .,0
8881,"trying to avoid jail time from credit card fraud , price ( patrick mcknight ) , at the advice of his cousin , hides out at a college fraternity .",1
6905,"one day , he came to her and asked her to have dinner and drive her home .",1
5626,this was just after the offensive against the taliban forces had started .,1
6124,the problem is that the mysterious inhabitants are murderous lunatics out to kill every one of them . . .,1
3881,"[while the last metro] was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history .",0
5435,it is late at night in a foreign land .,1
2661,"guy gets girl , guy loses girl , audience falls asleep .",0
181,"niccol the filmmaker merges his collaborators' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the press",0
5281,"the brass want to close out the case , nick and henry stay on it , and bits of evidence point them to an auto body shop .",1
2330,"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",0
5840,an arrested drug kingpin is transported by a los angeles police department swat team led by jackson's character out of the city and into federal custody .,1
5684,now the assassin and the cop must join forces - so sue can avenge her sister's death and hong can prove her innocence in a spectacular confrontation at chow nunn's headquarters . . .,1
7301,"sean's a drug dealer , owes a lot of money to "" fellow "" dealer rupert guest ( clifton collins , jr . ) , and sleeps with nearly half of the female population on campus .",1
10,"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is .",0
1851," "" lovely and amazing is a story about real people . these people are insecure about their lives . they aren't convinced that there's some inner beauty about them . they see themselves as i suspect most people do , mostly for the flaws . however , these are still",0
767,"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard .",0
3015,"muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic .",0
6412,"shy tonho dreams of being successful , but misses his family and brazil .",1
5894,he is extremely strict at work and believes in pushing his workers to the limit .,1
2569,"if ever a concept came handed down from the movie gods on a silver platter , this is it . if ever such a dependable concept was botched in execution , this is it .",0
565,"it's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .",0
9526,"on the day a young photographer is moving out of his place to live with his girlfriend , he meets the stunning girl moving in and falls in love with her at first sight .",1
9561,"ronnie schwann , a young man regarded as "" slow , "" has affections for sarah , a young woman who stays at hope house , a facility for the mentally ill .",1
25,"extremely well cast , especially in the large number of supporting roles .",0
6907,while staking out his next assignment--the innocent girlfriend of his notorious boss--contract killer malik reflects on the dark path he's chosen but cannot escape .,1
6007,"so in order for michael's quick and complete recovery , john takes the emergency room hostage until the doctors agree to get the transplant successful .",1
9072,so he starts to write an expose and disguises himself as a naive astronaut named zip martin .,1
708,an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .,0
3836,"overall , the film misses the brilliance of jelinek's novel by some way . it settles for being merely grim .",0
6973,now pistachio must make the most of his inherited power in an attempt to track down devilin and save his parents .,1
9271,"welcoming the challenge , roger guides nick through the city's wild nightlife for an all-night crash course , only to realize that he--the adult--still has something to learn about what women , and men , really want .",1
8347,"this event leads to deep thoughts about marriage , friendship , relationships and last not least life itself .",1
4357,i loved looking at this movie . i just didn't care as much for the story .,0
938,"though an important political documentary , this does not really make the case the kissinger should be tried as a war criminal .",0
3153,"there's a solid woman- finding-herself story somewhere in here , but you'd have to dig pretty deep to uncover it .",0
3676,nothing short of a masterpiece -- and a challenging one .,0
151,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0
4069,the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .,0
3682,"kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .",0
2360,"[o]ften a capable documentary on an interesting subject , even if it doesn't probe as deeply as it could .",0
652,"likeable thanks to its cast , its cuisine and its quirky tunes .",0
1906,"it's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",0
2804,the movie is obviously a labour of love so howard appears to have had free rein to be as pretentious as he wanted .,0
8732,"the result is a farcical and sad truth that should make the hollywood step-upons , stolen-froms and never-beens delighted and perhaps even a little vindicated .",1
9219,"nothing , and no one , is as it seems , in this adaptation of graham greene's classic and prophetic story of love , betrayal , murder and the origin of the american war in southeast asia .",1
3869,"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .",0
5261,{esther buffy} a young vibrant chinese american female who desperately tries to please her strict parents along the way of trying to find herself .,1
8493,fallopia offers lizzy the chance to become a pioneer in the most revolutionary field of modern medical science : in-utero advertising .,1
9301,as smoochy catapults to fame - scoring hit ratings and the affections of a jaded network executive randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as america's sweetheart .,1
2897,may be the most undeserving victim of critical overkill since town and country .,0
1020,a profoundly moving document . . . the filmmakers' refusal to downplay the situation's intractability makes the glimmer of hope the film offers that much more powerful .,0
7633,"in an attempt to prove the 58 million dollar claim on the ship is false , she flies to argentina and becomes embroiled in a dangerous web of deceit , lies , murder and lost love .",1
8030,"schmitz takes off for new orleans with stephens , promising him a chance to meet his teen idol , all the while taking film of stephens' cross-country exploits and pawning them off as footage of the real deal .",1
3731,chabrol ratchets up such a level of suspense -- and huppert gives such a mesmerizingly deadpan performance -- that merci pour le chocolat turns out to be as irresistible as a piece of dark chocolate .,0
