,sentence,label
2924,Where do I find information for foreclosure properties on the Internet ?,4
3874,"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?",0
2974,Who holds the career record for the most major league home runs ?,3
2387,What Dynasty star made her 2th Century-Fox debut in The Virgin Queen ?,3
445,What song served as the closing theme of The Johnny Cash Show ?,1
4739,What is the cause of endangered species ?,0
5009,How did Edith Bunker die ?,0
2641,What Chilean president was killed in a 1973 coup d 'etat ?,3
1413,What 1963 Joseph L. Mankiewicz film cost $28 million ?,1
452,Where 's the 19th hole on a golf course ?,4
4827,What is usenet for the Internet ?,0
4367,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,4
4839,"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",4
2763,Where was Poe born ?,4
3503,Where can I find a case on Americans with Disabilities Act of 199 ?,4
14,What is considered the costliest disaster the insurance industry has ever faced ?,1
3105,What nationality is Pope John Paul II ?,4
945,What is the origin of the surname of Braun ?,0
5203,Which police department made the largest cocaine seizure ever in Ventura County ?,3
2029,Why is Microsoft 's Windows 3 software so successful ?,0
247,What is paracetamol ?,0
3822,What does it take to be a hero ?,1
360,Who are the Challengers of the Unknown ?,3
5339,What two Caribbean countries share the island of Hispaniola ?,4
5074,Name the ship Beany and Cecil sailed .,1
3720,What is a fear of rejection ?,1
4059,How tall is the replica of the Matterhorn at Disneyland ?,5
4318,What class is categorized as the bourgeoisie ?,1
4339,What island is home to statues called Mauis ?,4
3889,What card suit originally represented the peasant class ?,1
2589,What device provided a new way to listen to music in 1963 ?,1
1592,Which company claimed to be `` the world 's biggest toy store '' ?,3
1864,What fossilizes to form coprolite ?,1
4272,Where did Dikembe Mutombo go to college ?,4
5230,When does menstruation begin ?,5
5323,What is the name of the game that Garry Kasparov plays ?,1
1817,What happened in the Long March ?,0
3381,"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?",1
490,What was the first Lifesaver flavor ?,1
5043,What is a fear of failure ?,1
862,What is the student population at the University of Massachusetts in Amherst ?,5
1006,What 1915 film was the first to gross $5 million ?,1
4545,Which of the five senses develops first ?,1
1383,What continent is Bolivia on ?,4
2895,What canal does the Thatcher Ferry Bridge span ?,4
2380,What is e-commerce ?,0
2900,What is the name of Kevin Costner 's movie about Sioux Indians ?,1
2146,What was the nickname of German flying ace Manfred von Richthofen ?,3
1362,What is the Home Rule Act ?,0
3799,What color are seven of every 10 houses in the U.S. ?,1
506,What does the Statue of Liberty wear on her feet ?,1
1417,How much will the California be in the year 2000 ?,5
3169,"On which dates does the running of the bulls occur in Pamplona , Spain ?",5
25,What 's the second-most-used vowel in English ?,1
5341,What is probability theory ?,0
3789,How is plastic made ?,0
1222,What are the first ten amendements passed ?,1
2370,Which produces the longer sperm - an elephant or a mouse ?,1
1113,What is the proof that houseplants metabolize carcinogens ?,0
2598,What is the main ingredient of yogurt ?,1
1552,What African country is governed from Ouagadougou ?,4
4670,How does it make its colors ?,0
4409,Who did Sara Jane Moore try to assassinate ?,3
1867,What Caribbean island is sometimes called Little England ?,4
5093,What TV talk-show host lends his name to a line of men 's clothing ?,3
3519,Who is the Incredible Hulk in reality ?,3
433,What does the name Billie mean ?,0
2445,What are the words to the song sung by `` Banana in Pajamas '' ?,0
5000,What is a person 's socioeconomic position ?,0
3007,How many calories are there in soy sauce ?,5
3357,Where can I find lyrics for R&B ?,4
5281,What George Harrison tune sounded too much like He 's So Fine by The Chiffons ?,1
2586,What is a fear of punishment ?,1
2741,What tennis term is said to come from the French word for egg ?,1
4521,What kind of rocket launched the Surveyor spacecraft ?,1
5148,What does `` Philebus-like '' mean ?,0
1964,What is digitalis ?,0
3456,"What celestial body has a diameter of 864 , 000 miles ?",4
1102,How many people in America snore ?,5
4099,What is the largest city in Connecticut ?,4
2022,What Irwin Allen bomb has Richard Widmark saying he 'll be `` the first officer in history to get his butt kicked by a mess of bugs ! '' ?,1
3622,What government department did The Untouchables work for ?,3
4332,Where does the U.S. rank among world countries in area ?,5
156,What two South American countries do n't border Brazil ?,4
3881,What country lies directly south of Detroit ?,4
194,What dangles over the tongue from the palate ?,1
615,What is color ?,0
643,Where is Trinidad ?,4
2227,Where can I find a website that gives comparisons of good prices ?,4
2157,"What 's the population of Biloxi , Mississippi ?",5
1068,What is a hyperlink ?,0
4159,What program do I need to run a .tbk file ?,1
5176,Where did the energy for the Big Bang come from ?,0
3897,What instrument does Benny Carter play ?,1
3128,How does salt melt ice and snow ?,0
4620,What famed wall supports the Badaling turret ?,4
1876,What color is `` ash '' ?,1
330,How does a rainbow form ?,0
4612,What is the first day of the week ?,5
3129,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",4
2600,"What is the address for the main government office in Rome , Italy ?",4
622,What is a Jellicle Cat ?,0
4749,How do I do this ?,0
1670,What is the function of the appendix ?,0
2759,How far out is the universe ?,5
4060,What are the largest deserts in the world ?,4
4870,When are the Oscars Academy Awards in 1999 ?,5
2337,Where is the Orange Bowl ?,4
3382,What is the feudal system ?,0
1890,What is a neurosurgeon ?,0
3210,Who portrayed W.C. Fields in the film W.C. Fields and Me ?,3
3593,What general direction does the journey in Around the World in 80 Days proceed in ?,4
755,"How many times has `` Louie , Louie '' been recorded ?",5
518,What does SIDS stand for ?,2
4408,Who wrote `` The Scarlet Letter '' ?,3
32,How many points make up a perfect fivepin bowling score ?,5
3481,What 's the highest possible bid in Contract Bridge ?,1
4299,What are people doing to help prevent the extinction of birds ?,0
4511,What plants are found in an estuary ?,1
2997,What can be done about snoring ?,0
1157,When was Dick Clark born ?,5
3865,What is a softball made of ?,1
3501,What state on the Gulf of Mexico has its lowest point five feet below sea level ?,4
744,What kind of education do I need to become a flight attendant ?,1
5021,What female faith healer wrote the inspirational book I Believe in Miracles ?,3
4366,What was John Steinbeck 's travelling companion Charley ?,1
5314,What Muhammad Ali maneuver was George Foreman the first victim of ?,1
1705,When was Queen Victoria born ?,5
2957,What operating system do IBM-compatible machines use ?,1
4169,"What sport features slotbacks , tailbacks , and touchbacks ?",1
2847,Who reports the weather on the `` Good Morning America '' television show ?,3
2164,Why can 't ostriches fly ?,0
103,What kind of animals were in the Paleozoic era ?,1
4535,"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?",3
5351,What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?,3
783,When was Hurricane Hugo ?,5
2996,How old was Gene Siskel ?,5
4327,How old was Stevie Wonder when he signed with Motown Records ?,5
229,How much does a new railroad coal car cost ?,5
857,What is a rhomboideus minor ?,0
1211,What record company produced the 1978 movie The Wiz ?,3
1401,What are the three animals in Sheila Burnford 's The Incredible Journey ?,1
3437,What hockey team did Wayne Gretzky play for ?,3
408,What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,5
170,Where are the 49 steps ?,4
540,Name a movie about the Sioux Indians starring Kevin Costner .,1
3260,What is a technique popularly used to detect birth defects ?,1
4207,What direction do the best surfing beaches face ?,4
5171,What U.S. city is known as The Rubber Capital of the World ?,4
1803,What is the current ticket fare from from Cairo to Barbados ?,5
4484,How can I determine the radius of an ellipse ?,0
613,What sign is The Water Carrier the zodiacal symbol for ?,1
3826,What countries have the most auto thefts ?,4
2268,What does palindromic mean ?,0
4081,What was the largest city in the world to declare martial law in 1989 ?,4
1161,What city is wiener schnitzel named for ?,4
3384,What 's the geographic term for the submerged fringe of a continent ?,1
2801,What role do fruits play in the survival of plants ?,3
2284,How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?,5
1815,What is Nitrox diving ?,0
2554,What country boasts the southernmost point in continental Europe ?,4
1700,"What overalls are named for Dungri , a suburb of Bombay ?",1
4762,How many bottles of wine were prisoners in the Bastille allowed per day ?,5
3425,What is software piracy ?,0
1609,Who betrayed Norway to the Nazis ?,3
2478,Who invented the road traffic cone ?,3
5162,Who are cartoondom 's Super Six ?,3
2609,What is the lens behind the iris in the eye called ?,1
564,What is a fear of bees ?,1
4606,What king boycotted Prince Charles 's wedding ?,3
4173,What are dingoes ?,0
4629,Who wrote The Ugly Duckling ?,3
2259,On which date is the Ukrainians ' Christmas ?,5
2042,What President was assassinated by Charles J. Guiteau ?,3
4094,Who was Darth Vader 's son ?,3
1902,What is the origin of `` jiggy '' as in getting jiggy with it ?,0
2574,What 's the main vegetable in vichyssoise ?,1
5372,On what continent is Mozambique ?,4
2115,What TV family sometimes buys eclairs from Nelson 's Bakery ?,3
355,"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",3
2087,What well-known music personality is the father of an adopted son named Hans Christian Henderson ?,3
3932,What country boasts the most cars per mile of road ?,4
2836,What baseball player was walked the most times ?,3
2944,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",1
3659,Who appointed the chair of the Federal Reserve ?,3
1172,What continent 's name appears on the upper left corner of a Budweiser label ?,4
5416,What is an aortic abdominal aneurysm ?,0
325,"What is the latitude and longitude of El Paso , Texas ?",5
1051,What is California 's state bird ?,1
3491,What kind of poisoning is known as plumbism ?,1
3908,Kosovo is a province of what country ?,4
5228,How many gallons of paint does it take to paint the Golden Gate Bridge ?,5
3422,What fast food is prepared with a `` secret blend of 11 herbs and spices ? '',1
3076,What is the organizational structure of the New Delhi Indira Gandhi airport ?,1
1751,Who played the title role in My Favorite Martian ?,3
5403,What two states is Washington D.C. between ?,4
1772,What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?,5
1196,Which breakfast cereal brought you `` the best each morning '' ?,1
1878,What river does the Grand Coulee Dam dam ?,4
620,Who is the youngest of the Beatles ?,3
1893,What common ailment can 't you catch at the North Pole ?,1
3412,What was the first Gilbert and Sullivan opera ?,1
2145,What happens when lightning strikes a body of water ?,0
1482,What singer sings `` Oh Boy '' ?,3
1189,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,1
328,Which Bloom County resident wreaks havoc with a computer ?,3
648,How do you say I love you in Spanish ?,1
4089,What 's the second-most-used murder weapon in the U.S. ?,1
897,What are the names of Richard Nixon 's two daughters ?,3
4609,Where is the Taj Mahal ?,4
1123,Where did guinea pigs originate ?,4
2317,Who is Langston Hughes ?,3
5059,Who is the one Independent Member of Congress ?,3
2275,Which ear can most people hear better with ?,1
1934,"What are the world 's three largest oceans , in order of size ?",4
3489,What two major world religions began in India ?,1
3326,What concerts are held in New York this week ?,1
2004,How do I impress a guy ?,0
3929,What is the Taj Majal made of ?,1
2543,What credit card features a centurion on its face ?,1
5308,Where is the world 's most active volcano located ?,4
2251,What is carpal tunnel syndrome ?,0
1519,What is the most efficient way to start a barbeque ?,1
2787,How does a hurricane form ?,0
1378,What is Columbia Tristar 's phone number ?,5
3887,What nuclear process takes place in an H-bomb ?,0
1023,What is Smokey The Bear 's middle name ?,1
4835,What exactly is the purpose of the anteater ?,0
2834,When was the G7 group of nations formed ?,5
2742,What does a collier mine ?,1
3703,How old is too old for a child to not be talking ?,5
4720,What 's the oldest capital city in the Americas ?,4
912,Where are the leading medical groups specializing in lung diseases ?,4
809,"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''",0
3378,How do you build a solar car for a high school experiment ?,0
1675,What U.S. state ends with a G ?,4
1746,How many people live in Tokyo ?,5
978,Which of the following men was not married to Rita Hayworth ?,3
4710,What is the world 's largest distilling company ?,3
4703,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?",0
1736,What college football team did Knute Rockne build into a power ?,3
1629,Name the four stories contained in Edith Wharton 's `` Old New York . '',1
4361,How high must a mountain be to be called a mountain ?,5
430,How much money are Dumbo 's ears insured for ?,5
1961,What are the Arabic Numerals from 1 to 10 ?,0
1808,What war did the Potsdam Conference follow ?,1
2951,What is the HIGHEST Roman numeral ?,0
2534,Which continent has the most roses ?,4
3941,How many days does a typical mayfly live ?,5
2486,"Where was `` I have fallen , and I can 't get up '' said first ?",4
5411,What does the double-O indicate in 007 ?,0
3940,What is another name for nearsightedness ?,1
3497,"How many miles is it from Frankfurt , Germany to Salzburg , Austria ?",5
2937,What is the number of American soldiers deployed to South Korea ?,5
2890,How many grooves are on a dime 's edge ?,5
174,On what T.V. show could Tom Terrific be found ?,1
3580,What is a portal ?,0
4534,What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,3
2053,How many Superbowls have the ers won ?,5
1752,How does a scientific calculator work ?,0
5122,How does the chain of command work inside an US army Apache helicopter ?,0
4868,What is the Internet2 ?,0
217,How many people are there in the world ?,5
4847,About how many Americans are still unaccounted for from the Vietnam war ?,5
1721,Mississippi is nicknamed what ?,1
4258,What layer of the atmosphere contains most of the ozone layer ?,1
1444,Which of these are authors ?,3
690,What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,3
2231,What is the difference between terry cloth and French terry ?,0
3053,What river runs through Liverpool ?,4
4466,How much in miles is a ten K run ?,5
4347,What is LMDS ?,2
1106,Which drug is commonly used to treat AIDS ?,1
4985,What is Margaret Thatcher known for ?,0
818,What 's the origin of the word ` news ' ?,0
5448,What type of currency is used in China ?,1
1873,Aspartame is known by what other name ?,1
611,Who died 1 feet from where John F. Kennedy did ?,3
3409,Who directed the first Woody Woodpecker cartoon ?,3
3849,Where is the Virtual Desk Reference ?,4
1697,Who is Samuel Pickering ?,3
2124,What is the chemiosmotic theory ?,0
136,What actress has received the most Oscar nominations ?,3
2462,Why does it snow ?,0
2706,Who said : `` What contemptible scoundrel stole the cork from my lunch ? '',3
576,Where is Procter & Gamble based in the U.S. ?,4
2441,What is a fear of touching ?,1
2509,What 's new in the postal world in 1999 ?,0
4841,What is Maurizio Pellegrin 's age ?,5
1180,How do you send a movie transcript to Hollywood so that it can be produced into a film ?,0
2873,Why is the development of space so important ?,0
888,What explorers followed Columbus to the Americas ?,3
4603,"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",1
324,How is silk screening done ?,0
3162,What country did the Romans call Hibernia ?,4
2138,What term means a sexual attraction between a male and a female ?,1
4246,Who does the voices of the Simpsons ?,3
817,What is Mississippi 's state animal ?,1
3888,What 's the maximum number of clubs a golfer may use in a round ?,5
2299,What is Dick Clark 's birthday ?,5
208,What makes hamburgers taste like steakburgers ?,0
293,How do you get to the top of the Eiffel Tower ?,0
2101,What is a research expedition in mountain climbing ?,1
1119,What is an arab strap ?,0
3965,What are some good fractal web sites ?,4
3660,Why do people shake hands to show friendliness ?,0
3148,How many chemical elements are there ?,5
2627,Mississippi has what name for a state nickname ?,4
1264,Where can I find full written draft of CTBT ?,4
990,What 's the name of the temple that is located near the capital city of Laos ?,4
2702,What 's the sequel to Alice 's Adventures in Wonderland ?,1
1614,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",0
3362,What is an urban legend ?,0
1739,What country did the ancient Romans refer to as Hibernia ?,4
4575,How much did the first Barbie doll sell for in 1959 ?,5
3759,What do you call a book of quotes ?,1
1662,What is a fear of gravity ?,1
353,What actor first portrayed James Bond ?,3
5399,What was the name of Randy Steven Craft 's lawyer ?,3
4742,What is the softest part of the body ?,1
3841,What Broadway show introduced the song Some Enchanted Evening ?,1
2855,What U.S. Air Force general led the first bombing raid over Tokyo ?,3
2057,Which of the following celebrities started his show-biz career as a disc jockey ?,3
1654,How can you be happy ?,0
3615,What is a geoscientist ?,0
1489,Which gender has bigger thighs ?,1
3265,What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,1
3286,What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,3
3621,What does BTU mean ?,2
1228,What game is Garry Kasparov really good at ?,1
259,"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",4
2893,The second most popular sport worldwide is what ?,1
3248,Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?,3
5166,What is the English meaning of caliente ?,0
4625,Who were John F. Kennedy 's dogs ?,1
5322,When was cigarette advertising banned on television and radio ?,5
52,Who was the prophet of the Muslim people ?,3
2607,How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,5
3195,What is Boston Kreme ?,0
411,How is it correct to say ` qigong ' ?,0
2602,What is the electronic device used to produce visual displays corresponding to electric signals ?,1
4311,What seven digits follow the area code in the number for long distance information ?,5
1905,What is the name of the dog on the Cracker Jack box ?,1
3303,What is April 's gemstone ?,1
2778,How many bones are there in the human hand ?,5
4397,Name Dick Tracy 's two children .,3
1589,What is hebephrenia ?,0
1479,What is after death ?,1
1507,What African animals are known as The Big Five ?,1
1033,What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ?,1
1097,What 's the Southern dish made of pigs ' small intestines ?,1
1469,What two commanders directed the forces in the Battle of El Alamein ?,3
543,What is a fear of thunder ?,1
1046,What does a teaspoon of matter weigh in a black hole ?,5
2505,The name of the actor who played the detective in the film Kindergarden Cop is what ?,3
336,What part did John Peter Zenger play in the deveopment of the newspaper in America ?,3
30,What does the abbreviation AIDS stand for ?,2
725,"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",3
2885,How do I tie a tie ?,0
2480,Which of the following people is not associated with Andy Warhol ?,3
2229,What is multimedia ?,0
5368,What painter popularized soup cans and Brillo soap pad boxes ?,3
1426,"What did 8 , CD NNS VBP TO VB NNP POS NN .",1
2170,What is a fear of motion ?,1
3722,Who was the first Russian astronaut to walk in space ?,3
436,Where is Procter & Gamble headquartered in the U.S. ?,4
2988,Who developed potlatch ?,3
1588,What were the trials called which followed World War II ?,1
3951,Why are so many umbrellas black ?,0
1590,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,3
3475,What is a fear of reptiles ?,1
4808,Who is the richest woman in the world ?,3
1238,How much energy is released when oxygen and hydrogen mix ?,5
2067,What is the abbreviated form of the National Bureau of Investigation ?,2
4479,What two countries is Andorra nestled between ?,4
4365,What famous communist leader died in Mexico City ?,3
1497,What are the odds of giving birth to twins ?,5
449,Why doesn 't www.answers.com have any answers to my questions ?,0
5013,What country is Mount Everest in ?,4
3956,How many school districts are there in the United States ?,5
2503,Why is Jane Goodall famous ?,0
1551,What is the circumorbital hematoma ?,0
5428,How many people live in Chile ?,5
1146,How many calories are in a tomato ?,5
1313,Describe the Finnish music personality Salonen 's appearance .,0
2015,How many Leos have been Pope ?,5
2732,What city hosted the first Winter Olympics in Asia ?,4
2276,Where have the most dinosaur remains been found ?,4
2513,What is the difference between college and graduate school ?,0
3578,Where did Ty Cobb grow up ?,4
2715,"What was Al Capone finally imprisoned for , in 1931 ?",0
413,"Where was the Ligurian Republic , 1797-185 , ?",4
941,What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?,1
801,What city is the setting for Puccini 's opera La Boheme ?,4
2751,What date did man first land on the moon ?,5
256,What instrument is Ray Charles best known for playing ?,1
5346,What Peruvian city is home to the mummified body of Francisco Pizarro ?,4
647,Who portrayed portly criminologist Carl Hyatt on Checkmate ?,3
1767,How many U.S. presidents were assassinated during Queen Victoria 's reign ?,5
4654,What city was Martin Luther King Jr. assassinated in ?,4
5318,What multitalented Academy-award-winning director failed a college course in motion-picture production ?,3
3274,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?",4
2195,What brand of white rum is still made in Cuba ?,1
24,What is the origin of the name ` Scarlett ' ?,0
1088,What did Jimmy Stewart invent ?,1
4523,What did Abolitionists try to end ?,1
3802,What country has the highest arson rate ?,4
112,What are the world 's four oceans ?,4
4446,How can I call a friend in another country when I do not know the telephone number ?,0
56,What 's the only color Johnny Cash wears on stage ?,1
1309,What term does a Czech use to describe a Pole ?,1
695,Who were the four famous founders of United Artists ?,3
1227,Who was made the first honorary citizen of the U.S. ?,3
3552,What four tastes can a human distinguish ?,1
276,What is molybdenum ?,0
2223,How do you become a dentist ?,0
1833,What baseball team became the Minnesota Twins ?,3
682,Why is black the color of mourning in the West ?,0
2618,Where is Romania located ?,4
3816,What is Bella Abzug 's sartorial trademark ?,1
1137,Why do people in the upper peninsula of Michagin say `` eh ? '' ?,0
2897,What are the chances of pregnacy if the penis does not penetrate the vagina ?,5
2516,What engineer invented the pull-tab can ?,3
2864,On what day were John F and Jackie Kennedy married ?,5
1346,What computer operating system is on the most computers ?,1
2463,What is the average life expectancy of a male in Ireland in 1996 ?,5
3708,What is the Pennsylvania state income tax rate ?,5
4860,"What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?",1
4011,What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?,1
3875,What are the first six words of Dickens 's A Tale of Two Cities ?,1
2181,What does Choo Choo Charlie say ?,0
2721,What park contains Firehole River and Fairy Falls ?,4
2304,What day of the week was July 13 ?,5
2704,What Italian leader had a lifelong fear of the evil eye ?,3
4547,What city 's the kickoff point for climbs of Mount Everest ?,4
5329,What police force did Mack Sennett create ?,3
81,How many species of the Great White shark are there ?,5
1972,What causes canker sores in the mouth ?,0
1714,How would I find the price of different organs that have been donated ?,0
2330,Who seized power from Milton Obote in 1971 ?,3
4475,Who was the first X-Man to die in battle ?,3
1946,How long does it take the typical American to eat 23 quarts of ice cream ?,5
3483,What London museum features a Chamber of Horrors ?,4
3961,What NFL team did Vince Lombardi end his coaching career with ?,3
1610,Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?,3
4589,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,1
4236,What bay divides Maryland 's Eastern and Western Shores ?,4
4557,"What company started out making pies , and wound up manufacturing plastic throwing toys ?",3
5325,What is the most widely cultivated plant ?,1
5293,What is a horologist ?,0
665,What chapter of the Bible has the most verses ?,5
3121,What is the origin of the word `` sideburns '' ?,0
4648,What were the first bodies visited by spacecraft ?,4
1017,What 's a `` Drinker respirator '' better known as ?,1
557,What is viscosity ?,0
5441,What are my legal rights in an automobile repossession in California ?,0
2843,What percentage of all world tornados touch down in the US ?,5
1207,Who played the title role in I Was a Teenage Werewolf ?,3
4129,How big is the Electoral College ?,5
3589,What measures did Clinton take to avoid the draft ?,1
1510,Which city in Canada is the least-populated ?,4
3403,What did Englishman John Hawkins begin selling to New World colonists in 1562 ?,1
3407,What will the California gas tax be in the year 2000 ?,5
266,How can I find out what year a Beanie Baby was introduced ?,0
3426,What year was Janet Jackson 's first album released ?,5
2802,Where is the world championship sled dog race held each February ?,4
2111,What are fingernails made of ?,1
3494,What amount of folic acid should an expectant mother take daily ?,5
1909,Who said : `` Old soldiers never die ; they just fade away '' ?,3
3268,Who were leaders of the Byzantine empire ?,3
3654,Aspartame is also called what ?,1
3333,What is idealab ! ?,0
2685,The film `` Jaws '' was made in what year ?,5
1784,What is moxie ?,0
1237,Name the On Stage character whose face was never seen .,3
4550,Who is currently the most popular singer in the world ?,3
5377,Rotary engine cars were made by what company ?,3
3620,Name a country that is developing a magnetic levitation railway system ?,4
908,Why were the American soldiers in WWI called `` Doughboys '',0
1303,What does the technique called `` cold fusion '' produce ?,1
5086,What animal has been called The Poor Man 's Cow ?,1
1627,What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,1
1522,Where is the Isle of Man ?,4
835,What were popular songs and types of songs in the 1920s ?,1
358,What causes the redness in your cheeks when you blush ?,0
138,What is gymnophobia ?,0
299,What is Latin for incompetent ?,1
1556,Who wrote Sons and Lovers ?,3
1003,What car was driven in the 199 release of `` Smokey and the Bandit '' ?,1
382,What mountains lie between the Arkansas and Missouri rivers ?,4
5443,Where can I find information on becoming a journalist ?,4
761,Why was the L.A. office of Shea and Gould closed ?,0
4825,Where can I get a complete listing of showtimes in my area ?,4
3353,What ill-fated American general dragged a bull terrier named Willie through World War II ?,3
5161,What sea is Bombay on ?,4
4617,What is the first book of the Old Testament ?,1
1402,Who portrayed Dracula in Hammer Studios ' films ?,3
4999,What ethnic group introduced the idea of potlatch ?,3
4691,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",3
1932,What are the biggest Indian airports ?,4
3270,What is splatterpunk ?,0
4353,What is kept in Fort Knox that is so valuable ?,1
4669,What country is the biggest producer of tungsten ?,4
4657,Who said `` What contemptible scoundrel stole the cork from my lunch ? '',3
3240,Who is reputed to be the greatest maker of violins ?,3
58,What U.S. state lived under six flags ?,4
76,What 19th-century painter died in the Marquesas Islands ?,3
796,Who fired Maria Ybarra from her position in San Diego council ?,3
3870,What is a drought ?,0
785,What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,3
2422,What U.S. university boasts the largest library ?,3
3151,Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,3
4002,What whisky is `` known by the company it keeps '' ?,1
2201,Who wrote ` The Pines of Rome ' ?,3
3398,What do pointed letters mean to a handwriting analyst ?,0
2805,What 's the name of the Tampa newspaper ?,1
4215,What former African leader held his country 's boxing title for nine years ?,3
910,How many CDs has Garth Brooks sold ?,5
2172,What is a fear of glass ?,1
2943,Who wrote the Farmer 's Almanac ?,3
5106,How hot should the oven be when baking Peachy Oat Muffins ?,5
1257,What does the abbreviation cwt. ?,2
4116,What is widely used to detect prenatal birth defects ?,1
3492,What is the greatest source of `` white '' magic in the Marvel Universe ?,1
1178,"What day is August 13 , 1971 ?",5
4230,What was lost and regained by poet John Milton ?,1
4461,How many flavors does Baskin & Robbins offer ?,5
442,How much snow equals an inch of rain ?,5
3404,What is the starting salary for beginning lawyers ?,5
3074,What U.S. state has the lowest highest elevation at 6 feet ?,4
2754,What 's the last line of Dickens 's A Christmas Carol ?,0
5199,Where in a tree does photosynthesis occur ?,4
1054,How does Zatanna perform her magic in DC comics ?,0
3997,What company has built more than 2.5 billion little green houses since 1935 ?,3
5201,What strait links the Mediterranean Sea and the Atlantic Ocean ?,4
4251,What is SVHS ?,2
3892,How many different countries export coffee ?,5
3657,How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?,5
2484,What is an example of a famous rock band from the sixties ?,3
2323,In what year did Thatcher gain power ?,5
3608,"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",0
1502,What is the virus HIV ?,0
3045,What presidential administration challenged Americans to explore The New Frontier ?,3
3554,What two vessels fought the first sea battle between iron-covered ships ?,1
2011,What are emblazoned on the Jolly Roger ?,1
4139,Colin Powell is most famous for what ?,0
5145,Who moderated the first Kennedy-Nixon TV debate ?,3
4404,Who gave King Arthur the round table ?,3
4126,What company named one of its pens `` The Banana '' ?,3
6,What team did baseball 's St. Louis Browns become ?,3
678,Who is the monarch of the United Kingdom ?,3
1943,What 's the Red Planet ?,0
3604,Who was the first black to be head coach of a major league pro sports team ?,3
5022,Who was Jinnah ?,3
2784,What was the tallest building in America in 1922 ?,4
4194,Who is the French literary charcter who is chiefly famous for his enormous nose ?,3
2981,What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,3
5019,How many watts make a kilowatt ?,5
1064,What is Plc ?,0
3123,What started in 1849 when gold was discovered at Sutter 's Mill ?,1
2242,What trophy is awarded to the winners of the Super Bowl ?,1
1474,What 's the home of the Rockettes ?,4
4003,What appointments secretary to Richard Nixon went to jail ?,3
1889,What is a reliable site that I can download Heretic 2 ?,4
5408,What must be exceeded to produce a sonic boom ?,1
2021,What is ethylene ?,0
5365,What ocean surrounds the Maldive Islands ?,4
4233,What songs were popular in 1948 ?,1
4459,What city has a newspaper called The Plain Dealer ?,4
1130,What was Eduard Shevardnadze 's job in the Soviet Union ?,3
1461,How many people in the USA say their number one source of information is the newspaper ?,5
4940,What type of exercise burns the most calories ?,1
2765,What is a fear of crystals or glass ?,1
2727,"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",5
222,Name a technique widely used to detect birth defects ?,1
5336,How many colors are there in the spectrum ?,5
48,How do you ask a total stranger out on a date ?,0
573,What fastener did Whitcomb Judson patent in 1893 ?,1
1236,What are the major differences in the Catholic and Methodist religions ?,0
